productId,supplierId,supplierName,name,category,currentPrice,originalPrice,cost,suggestedPrice,suggestedMargin,stock,maxStock,minStockLevel,expirationDate,daysUntilExpiry,isPerishable,sku,status,lastUpdated,updatedAt,margin,priceChange,demand,clearanceRate,wasteReduction,mlScore,priceFactors.expirationUrgency,priceFactors.stockLevel,priceFactors.timeOfDay,priceFactors.demandForecast,priceFactors.competitorPrice,priceFactors.seasonality,priceFactors.marketTrend,optimization.wasteReduction,optimization.clearanceRate,optimization.revenueSaved,optimization.lastOptimization
andgd-003,and-gd-supplier-001,House of Anita Dongre Ltd.,Global Desi Embroidered Kurta - Olive Green,Women's Wear,2490.0,2990.0,1100.0,2550.0,57.0,50,85,12,,,False,ANDGD-003,active,2025-07-07T11:09:39.705674+00:00,2025-07-07T11:09:39.705674+00:00,55.8,-16.7,82,41,95,81,0,55,40,82,2511.75,64,74,95,41,3000.0,2025-07-07T11:09:39.705674+00:00
kids-hopscotch-001,hopscotch-supplier-001,Hopscotch India Pvt. Ltd.,Hopscotch Boys Checked Shirt & Pant Set - Red & Black,Children's Wear,1499.0,1899.0,750.0,1550.0,52.0,60,100,12,,,False,KIDS-HOPSCOTCH-001,active,2025-07-07T11:09:39.705693+00:00,2025-07-07T11:09:39.705693+00:00,50.0,-21.1,82,40,86,91,0,50,40,82,1526.75,65,75,86,40,3060.0,2025-07-07T11:09:39.705693+00:00
kids-hopscotch-002,hopscotch-supplier-001,Hopscotch India Pvt. Ltd.,Hopscotch Girls Party Dress - Peach Net,Children's Wear,1890.0,2290.0,890.0,1950.0,54.0,50,85,10,,,False,KIDS-HOPSCOTCH-002,active,2025-07-07T11:09:39.705719+00:00,2025-07-07T11:09:39.705719+00:00,52.9,-17.5,83,41,89,70,0,45,50,83,1920.75,68,78,89,41,3000.0,2025-07-07T11:09:39.705719+00:00
kids-hopscotch-003,hopscotch-supplier-001,Hopscotch India Pvt. Ltd.,Hopscotch Baby Romper - Blue Cotton,Children's Wear,990.0,1290.0,420.0,1050.0,60.0,75,110,15,,,False,KIDS-HOPSCOTCH-003,active,2025-07-07T11:09:39.705737+00:00,2025-07-07T11:09:39.705737+00:00,57.6,-23.3,80,32,92,81,0,55,30,80,1034.25,60,73,92,32,4500.0,2025-07-07T11:09:39.705737+00:00
kids-ginijony-001,ginijony-supplier-001,Gini & Jony Ltd.,Gini & Jony Boys Graphic T-Shirt - Yellow,Children's Wear,899.0,1099.0,400.0,950.0,58.0,70,100,12,,,False,KIDS-GINIJONY-001,active,2025-07-07T11:09:39.705758+00:00,2025-07-07T11:09:39.705758+00:00,55.5,-18.2,81,30,90,79,0,60,40,81,935.75,62,74,90,30,3570.0,2025-07-07T11:09:39.705758+00:00
kids-ginijony-002,ginijony-supplier-001,Gini & Jony Ltd.,Gini & Jony Girls Denim Skirt - Blue,Children's Wear,1290.0,1590.0,580.0,1350.0,57.0,48,80,10,,,False,KIDS-GINIJONY-002,active,2025-07-07T11:09:39.705778+00:00,2025-07-07T11:09:39.705778+00:00,55.0,-18.9,84,40,90,91,0,50,50,84,1329.75,65,77,90,40,2880.0,2025-07-07T11:09:39.705778+00:00
kids-ginijony-003,ginijony-supplier-001,Gini & Jony Ltd.,Gini & Jony Boys Shorts & T-Shirt Set - Green & Grey,Children's Wear,1590.0,1990.0,700.0,1650.0,57.0,55,90,12,,,False,KIDS-GINIJONY-003,active,2025-07-07T11:09:39.705799+00:00,2025-07-07T11:09:39.705799+00:00,56.0,-20.1,83,39,91,95,0,52,40,83,1625.25,67,76,91,39,3300.0,2025-07-07T11:09:39.705799+00:00
kids-mothercare-001,mothercare-supplier-001,Mothercare India Ltd.,Mothercare Baby Sleepsuit Set - Pack of 2,Children's Wear,1699.0,1999.0,750.0,1750.0,57.0,45,70,10,,,False,KIDS-MOTHERCARE-001,active,2025-07-07T11:09:39.705819+00:00,2025-07-07T11:09:39.705819+00:00,55.9,-15.0,82,36,85,77,0,48,50,82,1723.75,67,75,85,36,2295.0,2025-07-07T11:09:39.705819+00:00
kids-mothercare-002,mothercare-supplier-001,Mothercare India Ltd.,Mothercare Girls Dress - Floral Print,Children's Wear,1890.0,2190.0,880.0,1950.0,55.0,38,80,10,,,False,KIDS-MOTHERCARE-002,active,2025-07-07T11:09:39.705838+00:00,2025-07-07T11:09:39.705838+00:00,53.4,-13.7,83,53,94,91,0,45,40,83,1920.75,70,77,94,53,2280.0,2025-07-07T11:09:39.705838+00:00
kids-mothercare-003,mothercare-supplier-001,Mothercare India Ltd.,Mothercare Boys Track Pants - Pack of 2,Children's Wear,1390.0,1690.0,590.0,1450.0,59.0,50,90,12,,,False,KIDS-MOTHERCARE-003,active,2025-07-07T11:09:39.705858+00:00,2025-07-07T11:09:39.705858+00:00,57.6,-17.8,81,44,92,94,0,55,30,81,1428.25,60,72,92,44,3000.0,2025-07-07T11:09:39.705858+00:00
kids-ucb-001,ucbkids-supplier-001,Benetton India Pvt. Ltd.,UCB Kids Boys Polo T-Shirt - Navy Blue,Children's Wear,1190.0,1490.0,520.0,1250.0,58.0,60,100,12,,,False,KIDS-UCB-001,active,2025-07-07T11:09:39.705877+00:00,2025-07-07T11:09:39.705877+00:00,56.3,-20.1,82,40,91,88,0,60,40,82,1231.25,65,76,91,40,3600.0,2025-07-07T11:09:39.705877+00:00
kids-ucb-002,ucbkids-supplier-001,Benetton India Pvt. Ltd.,UCB Kids Girls Denim Dungaree - Blue,Children's Wear,1690.0,2090.0,750.0,1750.0,57.0,42,80,10,,,False,KIDS-UCB-002,active,2025-07-07T11:09:39.705896+00:00,2025-07-07T11:09:39.705896+00:00,55.6,-19.1,85,47,93,74,0,50,40,85,1723.75,68,78,93,47,2520.0,2025-07-07T11:09:39.705896+00:00
kids-ucb-003,ucbkids-supplier-001,Benetton India Pvt. Ltd.,UCB Kids Printed Hoodie - Red,Children's Wear,1990.0,2390.0,880.0,2050.0,57.0,38,70,10,,,False,KIDS-UCB-003,active,2025-07-07T11:09:39.705916+00:00,2025-07-07T11:09:39.705916+00:00,55.8,-16.7,86,46,87,78,0,45,50,86,2019.25,70,80,87,46,2280.0,2025-07-07T11:09:39.705916+00:00
toys-funskool-001,funskool-supplier-001,Funskool India Ltd.,Funskool 3D Animal Puzzle - Jungle Safari,Puzzles,499.0,599.0,220.0,525.0,58.0,80,120,15,,,False,TOYS-FUNSKOOL-001,active,2025-07-07T11:09:39.705938+00:00,2025-07-07T11:09:39.705938+00:00,55.9,-16.7,85,33,92,76,0,70,30,85,517.125,50,72,92,33,2080.0,2025-07-07T11:09:39.705938+00:00
toys-funskool-002,funskool-supplier-001,Funskool India Ltd.,Funskool World Map Puzzle - 100 Pieces,Puzzles,599.0,749.0,260.0,620.0,58.0,60,100,12,,,False,TOYS-FUNSKOOL-002,active,2025-07-07T11:09:39.705958+00:00,2025-07-07T11:09:39.705958+00:00,56.6,-20.0,83,40,87,91,0,60,40,83,610.7,55,74,87,40,1260.0,2025-07-07T11:09:39.705958+00:00
toys-funskool-003,funskool-supplier-001,Funskool India Ltd.,Funskool Numbers Puzzle Board - 20 Pieces,Puzzles,299.0,349.0,110.0,315.0,65.0,90,130,15,,,False,TOYS-FUNSKOOL-003,active,2025-07-07T11:09:39.705978+00:00,2025-07-07T11:09:39.705978+00:00,63.2,-14.3,75,31,86,83,0,80,20,75,310.275,48,70,86,31,1440.0,2025-07-07T11:09:39.705978+00:00
toys-lego-001,lego-supplier-001,Lego India Pvt. Ltd.,LEGO Classic Creative Bricks Set - 500 Pieces,Educational Toys,2499.0,2999.0,1150.0,2600.0,56.0,45,80,10,,,False,TOYS-LEGO-001,active,2025-07-07T11:09:39.705997+00:00,2025-07-07T11:09:39.705997+00:00,54.0,-16.7,88,44,91,72,0,55,40,88,2561.0,70,82,91,44,4545.0,2025-07-07T11:09:39.705997+00:00
toys-lego-002,lego-supplier-001,Lego India Pvt. Ltd.,LEGO Technic Power Bike - Engineering Kit,Educational Toys,3199.0,3799.0,1490.0,3300.0,55.0,35,65,8,,,False,TOYS-LEGO-002,active,2025-07-07T11:09:39.706021+00:00,2025-07-07T11:09:39.706021+00:00,53.4,-15.8,90,46,89,73,0,50,40,90,3250.5,68,85,89,46,3535.0,2025-07-07T11:09:39.706021+00:00
toys-lego-003,lego-supplier-001,Lego India Pvt. Ltd.,LEGO City Space Rocket Launch Set,Action Sets,3790.0,4490.0,1750.0,3900.0,55.0,40,70,10,,,False,TOYS-LEGO-003,active,2025-07-07T11:09:39.706041+00:00,2025-07-07T11:09:39.706041+00:00,53.8,-15.6,92,43,86,86,0,48,50,92,3841.5,70,86,86,43,4400.0,2025-07-07T11:09:39.706041+00:00
toys-barbie-001,barbie-supplier-001,Mattel India Ltd.,Barbie Dreamtopia Princess Doll,Fashion Dolls,1290.0,1590.0,580.0,1350.0,57.0,65,100,14,,,False,TOYS-BARBIE-001,active,2025-07-07T11:09:39.706060+00:00,2025-07-07T11:09:39.706060+00:00,55.0,-18.9,86,35,92,89,0,60,30,86,1329.75,72,78,92,35,3900.0,2025-07-07T11:09:39.706060+00:00
toys-barbie-002,barbie-supplier-001,Mattel India Ltd.,Barbie Fashionista Doll with Accessories,Fashion Dolls,1699.0,2090.0,760.0,1750.0,57.0,52,90,12,,,False,TOYS-BARBIE-002,active,2025-07-07T11:09:39.706094+00:00,2025-07-07T11:09:39.706094+00:00,55.3,-18.7,85,42,94,81,0,58,40,85,1723.75,74,80,94,42,2652.0,2025-07-07T11:09:39.706094+00:00
toys-barbie-003,barbie-supplier-001,Mattel India Ltd.,Barbie Doctor Doll & Clinic Playset,Fashion Dolls,2190.0,2590.0,950.0,2250.0,57.0,48,85,12,,,False,TOYS-BARBIE-003,active,2025-07-07T11:09:39.706114+00:00,2025-07-07T11:09:39.706114+00:00,56.6,-15.4,87,44,89,86,0,50,50,87,2216.25,75,82,89,44,2880.0,2025-07-07T11:09:39.706114+00:00
toys-hotwheels-001,hotwheels-supplier-001,Mattel India Ltd.,Hot Wheels City Mega Track Loop Set,Track Sets,2499.0,2890.0,1100.0,2550.0,57.0,40,70,10,,,False,TOYS-HOTWHEELS-001,active,2025-07-07T11:09:39.706133+00:00,2025-07-07T11:09:39.706133+00:00,56.0,-13.5,90,43,92,92,0,45,50,90,2511.75,78,83,92,43,2040.0,2025-07-07T11:09:39.706133+00:00
toys-hotwheels-002,hotwheels-supplier-001,Mattel India Ltd.,Hot Wheels Remote Control Racing Car - Blue,Remote Control Cars,1899.0,2199.0,790.0,1950.0,59.0,60,100,14,,,False,TOYS-HOTWHEELS-002,active,2025-07-07T11:09:39.706152+00:00,2025-07-07T11:09:39.706152+00:00,58.4,-13.6,88,40,90,73,0,60,30,88,1920.75,75,79,90,40,3060.0,2025-07-07T11:09:39.706152+00:00
toys-hotwheels-003,hotwheels-supplier-001,Mattel India Ltd.,Hot Wheels Super Jump Ramp Pack,Track Sets,1390.0,1690.0,600.0,1450.0,59.0,55,90,12,,,False,TOYS-HOTWHEELS-003,active,2025-07-07T11:09:39.706172+00:00,2025-07-07T11:09:39.706172+00:00,56.8,-17.8,84,39,94,77,0,55,40,84,1428.25,70,80,94,39,3300.0,2025-07-07T11:09:39.706172+00:00
toys-hamleys-001,hamleys-supplier-001,Hamleys India Ltd.,Hamleys Giant Teddy Bear - Brown 3ft,Soft Plush Toys,2799.0,3299.0,1200.0,2890.0,58.0,38,60,10,,,False,TOYS-HAMLEYS-001,active,2025-07-07T11:09:39.706192+00:00,2025-07-07T11:09:39.706192+00:00,57.1,-15.2,88,37,85,72,0,40,40,88,2846.65,73,80,85,37,3458.0,2025-07-07T11:09:39.706192+00:00
toys-hamleys-002,hamleys-supplier-001,Hamleys India Ltd.,Hamleys Plush Elephant Toy - Grey 12 inch,Soft Plush Toys,1499.0,1890.0,620.0,1550.0,60.0,45,80,12,,,False,TOYS-HAMLEYS-002,active,2025-07-07T11:09:39.706211+00:00,2025-07-07T11:09:39.706211+00:00,58.6,-20.7,85,44,92,72,0,50,30,85,1526.75,70,78,92,44,2295.0,2025-07-07T11:09:39.706211+00:00
toys-hamleys-003,hamleys-supplier-001,Hamleys India Ltd.,Hamleys Soft Unicorn Toy - Pink 10 inch,Soft Plush Toys,1290.0,1590.0,540.0,1350.0,60.0,52,90,10,,,False,TOYS-HAMLEYS-003,active,2025-07-07T11:09:39.706233+00:00,2025-07-07T11:09:39.706233+00:00,58.1,-18.9,86,42,88,83,0,55,40,86,1329.75,72,79,88,42,3120.0,2025-07-07T11:09:39.706233+00:00
home-bd-bedsheet-001,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Cotton Double Bedsheet - Blue Floral,Bedsheets,1299.0,1599.0,600.0,1350.0,56.0,50,100,15,,,False,HOME-BD-BEDSHEET-001,active,2025-07-07T11:09:39.706253+00:00,2025-07-07T11:09:39.706253+00:00,53.8,-18.8,80,50,88,91,0,55,40,80,1329.75,65,75,88,50,2550.0,2025-07-07T11:09:39.706253+00:00
home-bd-bedsheet-002,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Polycotton Bedsheet - Geometric Print,Bedsheets,1090.0,1299.0,480.0,1150.0,58.0,40,90,12,,,False,HOME-BD-BEDSHEET-002,active,2025-07-07T11:09:39.706279+00:00,2025-07-07T11:09:39.706279+00:00,56.0,-16.1,76,56,89,93,0,60,30,76,1132.75,62,70,89,56,2400.0,2025-07-07T11:09:39.706279+00:00
home-bd-bedsheet-003,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Premium King Size Bedsheet - Red Stripes,Bedsheets,1699.0,1999.0,750.0,1750.0,57.0,45,95,14,,,False,HOME-BD-BEDSHEET-003,active,2025-07-07T11:09:39.706299+00:00,2025-07-07T11:09:39.706299+00:00,55.9,-15.0,82,53,85,78,0,50,40,82,1723.75,68,77,85,53,2295.0,2025-07-07T11:09:39.706299+00:00
home-solimo-bedsheet-001,solimo-supplier-001,Solimo (Amazon Brands),"Solimo 100 Cotton Bedsheet - Queen Size, Leaf Print",Bedsheets,999.0,1299.0,420.0,1050.0,60.0,65,100,12,,,False,HOME-SOLIMO-BEDSHEET-001,active,2025-07-07T11:09:39.706318+00:00,2025-07-07T11:09:39.706318+00:00,58.0,-23.1,79,35,91,75,0,60,40,79,1034.25,63,74,91,35,3315.0,2025-07-07T11:09:39.706318+00:00
home-solimo-bedsheet-002,solimo-supplier-001,Solimo (Amazon Brands),Solimo Polycotton Printed Bedsheet - Grey Floral,Bedsheets,799.0,1099.0,350.0,850.0,59.0,70,110,15,,,False,HOME-SOLIMO-BEDSHEET-002,active,2025-07-07T11:09:39.706337+00:00,2025-07-07T11:09:39.706337+00:00,56.2,-27.3,77,36,90,93,0,65,30,77,837.25,60,72,90,36,3570.0,2025-07-07T11:09:39.706337+00:00
home-solimo-bedsheet-003,solimo-supplier-001,Solimo (Amazon Brands),Solimo Premium King Size Bedsheet - Stripes Design,Bedsheets,1199.0,1499.0,500.0,1250.0,60.0,55,100,13,,,False,HOME-SOLIMO-BEDSHEET-003,active,2025-07-07T11:09:39.706362+00:00,2025-07-07T11:09:39.706362+00:00,58.3,-20.0,81,45,94,70,0,55,50,81,1231.25,64,76,94,45,2805.0,2025-07-07T11:09:39.706362+00:00
home-ikea-bedsheet-001,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA DVALA Bedsheet - 100 Cotton, White, King Size",Bedsheets,1490.0,1790.0,640.0,1550.0,59.0,50,90,12,,,False,HOME-IKEA-BEDSHEET-001,active,2025-07-07T11:09:39.706381+00:00,2025-07-07T11:09:39.706381+00:00,57.0,-16.8,84,44,87,82,0,55,40,84,1526.75,68,78,87,44,3000.0,2025-07-07T11:09:39.706381+00:00
home-ikea-bedsheet-002,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA VÅRVIAL Bedsheet - Multicolor Floral, Queen",Bedsheets,1290.0,1590.0,570.0,1350.0,58.0,40,80,10,,,False,HOME-IKEA-BEDSHEET-002,active,2025-07-07T11:09:39.706400+00:00,2025-07-07T11:09:39.706400+00:00,55.8,-18.9,80,50,91,81,0,50,30,80,1329.75,66,75,91,50,2400.0,2025-07-07T11:09:39.706400+00:00
home-ikea-bedsheet-003,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA STRANDMON Premium Bedsheet - Grey, King Size",Bedsheets,1890.0,2290.0,850.0,1950.0,56.0,45,85,11,,,False,HOME-IKEA-BEDSHEET-003,active,2025-07-07T11:09:39.706421+00:00,2025-07-07T11:09:39.706421+00:00,55.0,-17.5,82,47,87,89,0,52,50,82,1920.75,70,79,87,47,2700.0,2025-07-07T11:09:39.706421+00:00
home-bd-curtain-001,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Polyester Eyelet Curtains - Blue Floral (Set of 2),Curtains,899.0,1099.0,380.0,950.0,60.0,65,100,12,,,False,HOME-BD-CURTAIN-001,active,2025-07-07T11:09:39.706440+00:00,2025-07-07T11:09:39.706440+00:00,57.7,-18.2,78,35,93,70,0,60,40,78,935.75,64,75,93,35,3315.0,2025-07-07T11:09:39.706440+00:00
home-bd-curtain-002,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Cotton Curtains - Geometric Grey (Set of 2),Curtains,1190.0,1390.0,520.0,1250.0,58.0,48,85,10,,,False,HOME-BD-CURTAIN-002,active,2025-07-07T11:09:39.706460+00:00,2025-07-07T11:09:39.706460+00:00,56.3,-14.4,82,44,94,79,0,55,40,82,1231.25,66,78,94,44,2880.0,2025-07-07T11:09:39.706460+00:00
home-bd-curtain-003,bombaydyeing-supplier-001,Bombay Dyeing & Manufacturing Co.,Bombay Dyeing Velvet Touch Curtains - Maroon Abstract (Set of 2),Curtains,1490.0,1790.0,670.0,1550.0,57.0,55,90,12,,,False,HOME-BD-CURTAIN-003,active,2025-07-07T11:09:39.706480+00:00,2025-07-07T11:09:39.706480+00:00,55.0,-16.8,85,39,90,93,0,50,50,85,1526.75,70,80,90,39,3300.0,2025-07-07T11:09:39.706480+00:00
home-solimo-curtain-001,solimo-supplier-001,Solimo (Amazon Brands),"Solimo Door Curtain - Cotton Blend, Teal & White, 7ft (Set of 2)",Curtains,799.0,999.0,340.0,850.0,60.0,58,90,10,,,False,HOME-SOLIMO-CURTAIN-001,active,2025-07-07T11:09:39.706499+00:00,2025-07-07T11:09:39.706499+00:00,57.4,-20.0,77,36,87,94,0,50,30,77,837.25,62,73,87,36,2958.0,2025-07-07T11:09:39.706499+00:00
home-solimo-curtain-002,solimo-supplier-001,Solimo (Amazon Brands),"Solimo Polyester Curtains - Black Abstract Design, 9ft (Set of 2)",Curtains,899.0,1099.0,380.0,950.0,60.0,42,85,10,,,False,HOME-SOLIMO-CURTAIN-002,active,2025-07-07T11:09:39.706518+00:00,2025-07-07T11:09:39.706518+00:00,57.7,-18.2,80,51,94,91,0,55,40,80,935.75,65,75,94,51,2142.0,2025-07-07T11:09:39.706518+00:00
home-solimo-curtain-003,solimo-supplier-001,Solimo (Amazon Brands),"Solimo Blackout Curtains - Brown Solid, Eyelet 7ft (Set of 2)",Curtains,1099.0,1399.0,460.0,1150.0,60.0,50,90,12,,,False,HOME-SOLIMO-CURTAIN-003,active,2025-07-07T11:09:39.706538+00:00,2025-07-07T11:09:39.706538+00:00,58.1,-21.4,82,44,92,92,0,52,50,82,1132.75,67,76,92,44,2550.0,2025-07-07T11:09:39.706538+00:00
kitchen-solimo-storage-001,solimo-supplier-001,Solimo (Amazon Brands),Solimo Plastic Airtight Food Storage Containers - Set of 6 (1.2L each),Kitchen Storage,799.0,999.0,340.0,850.0,60.0,60,100,15,,,False,KITCHEN-SOLIMO-STORAGE-001,active,2025-07-07T11:09:39.706558+00:00,2025-07-07T11:09:39.706558+00:00,57.4,-20.0,78,40,91,70,0,55,40,78,837.25,68,74,91,40,3060.0,2025-07-07T11:09:39.706558+00:00
kitchen-solimo-storage-002,solimo-supplier-001,Solimo (Amazon Brands),Solimo Stainless Steel Spice Box - 7 Containers with Lid,Kitchen Storage,699.0,899.0,300.0,750.0,60.0,48,80,10,,,False,KITCHEN-SOLIMO-STORAGE-002,active,2025-07-07T11:09:39.706578+00:00,2025-07-07T11:09:39.706578+00:00,57.1,-22.2,75,40,85,79,0,50,30,75,738.75,64,72,85,40,2448.0,2025-07-07T11:09:39.706578+00:00
kitchen-solimo-storage-003,solimo-supplier-001,Solimo (Amazon Brands),"Solimo Borosilicate Glass Storage Jars - 3 Pieces, 700ml",Kitchen Storage,899.0,1199.0,410.0,950.0,57.0,42,90,12,,,False,KITCHEN-SOLIMO-STORAGE-003,active,2025-07-07T11:09:39.706598+00:00,2025-07-07T11:09:39.706598+00:00,54.4,-25.0,80,53,86,86,0,52,50,80,935.75,70,76,86,53,2142.0,2025-07-07T11:09:39.706598+00:00
kitchen-ikea-storage-001,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA 365+ Food Container with Lid - Glass, 1L",Kitchen Storage,749.0,899.0,330.0,790.0,58.0,54,90,12,,,False,KITCHEN-IKEA-STORAGE-001,active,2025-07-07T11:09:39.706617+00:00,2025-07-07T11:09:39.706617+00:00,55.9,-16.7,76,40,93,89,0,50,40,76,778.15,66,75,93,40,2214.0,2025-07-07T11:09:39.706617+00:00
kitchen-ikea-storage-002,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA BEVARA Sealing Clips - 30 Pieces, Multicolor",Kitchen Storage,299.0,399.0,130.0,320.0,59.0,70,120,15,,,False,KITCHEN-IKEA-STORAGE-002,active,2025-07-07T11:09:39.706635+00:00,2025-07-07T11:09:39.706635+00:00,56.5,-25.1,74,42,95,80,0,60,30,74,315.2,64,73,95,42,1470.0,2025-07-07T11:09:39.706635+00:00
kitchen-ikea-storage-003,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA KORKEN Jar with Lid - Clear Glass, 1L",Kitchen Storage,449.0,599.0,200.0,480.0,58.0,62,100,10,,,False,KITCHEN-IKEA-STORAGE-003,active,2025-07-07T11:09:39.706655+00:00,2025-07-07T11:09:39.706655+00:00,55.5,-25.0,79,38,88,84,0,55,50,79,472.8,68,77,88,38,1922.0,2025-07-07T11:09:39.706655+00:00
garden-ikea-tool-001,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA SOCKER Garden Tool Set - 3 Pieces (Trowel, Fork, Cultivator)",Garden Tools,649.0,799.0,270.0,690.0,61.0,42,80,10,,,False,GARDEN-IKEA-TOOL-001,active,2025-07-07T11:09:39.706675+00:00,2025-07-07T11:09:39.706675+00:00,58.4,-18.8,78,47,88,72,0,55,30,78,679.65,70,74,88,47,1722.0,2025-07-07T11:09:39.706675+00:00
garden-ikea-tool-002,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA HYLLIS Garden Watering Can - 1.2L, Galvanized",Garden Tools,499.0,599.0,210.0,520.0,59.0,60,100,15,,,False,GARDEN-IKEA-TOOL-002,active,2025-07-07T11:09:39.706699+00:00,2025-07-07T11:09:39.706699+00:00,57.9,-16.7,75,40,93,70,0,60,40,75,512.2,67,72,93,40,1260.0,2025-07-07T11:09:39.706699+00:00
garden-ikea-tool-003,ikea-supplier-001,IKEA India Pvt. Ltd.,"IKEA GRÄSMARÖ Garden Gloves - Size M, Green",Garden Tools,299.0,399.0,120.0,310.0,61.0,70,120,18,,,False,GARDEN-IKEA-TOOL-003,active,2025-07-07T11:09:39.706718+00:00,2025-07-07T11:09:39.706718+00:00,59.9,-25.1,74,42,91,76,0,65,30,74,305.35,65,73,91,42,770.0,2025-07-07T11:09:39.706718+00:00
garden-ul-tool-001,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,Urban Ladder 5-Piece Gardening Tool Kit with Wooden Handles,Garden Tools,899.0,1099.0,390.0,950.0,59.0,52,90,14,,,False,GARDEN-UL-TOOL-001,active,2025-07-07T11:09:39.706744+00:00,2025-07-07T11:09:39.706744+00:00,56.6,-18.2,79,42,90,71,0,56,40,79,935.75,70,76,90,42,2652.0,2025-07-07T11:09:39.706744+00:00
garden-ul-tool-002,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,Urban Ladder Heavy-Duty Pruning Shears - Stainless Steel,Garden Tools,599.0,749.0,240.0,640.0,63.0,38,80,10,,,False,GARDEN-UL-TOOL-002,active,2025-07-07T11:09:39.706764+00:00,2025-07-07T11:09:39.706764+00:00,59.9,-20.0,77,53,87,91,0,52,30,77,630.4,66,72,87,53,1558.0,2025-07-07T11:09:39.706764+00:00
garden-ul-tool-003,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,"Urban Ladder Steel Watering Can - 1.5L, Matte Black",Garden Tools,749.0,949.0,310.0,780.0,60.0,46,85,12,,,False,GARDEN-UL-TOOL-003,active,2025-07-07T11:09:39.706784+00:00,2025-07-07T11:09:39.706784+00:00,58.6,-21.1,78,46,90,89,0,54,45,78,768.3,68,75,90,46,1426.0,2025-07-07T11:09:39.706784+00:00
lamp-ikea-001,ikea-supplier-001,IKEA India Pvt. Ltd.,IKEA RANARP Work Lamp with Clamp - Off White,Lamps,1490.0,1790.0,620.0,1550.0,60.0,48,85,10,,,False,LAMP-IKEA-001,active,2025-07-07T11:09:39.706806+00:00,2025-07-07T11:09:39.706806+00:00,58.4,-16.8,82,44,90,93,0,52,45,82,1526.75,71,77,90,44,2880.0,2025-07-07T11:09:39.706806+00:00
lamp-ikea-002,ikea-supplier-001,IKEA India Pvt. Ltd.,IKEA SINNERLIG Bamboo Pendant Lamp - Handmade,Lamps,3490.0,3990.0,1450.0,3600.0,60.0,32,70,8,,,False,LAMP-IKEA-002,active,2025-07-07T11:09:39.706827+00:00,2025-07-07T11:09:39.706827+00:00,58.5,-12.5,85,54,89,85,0,46,40,85,3546.0,73,79,89,54,3520.0,2025-07-07T11:09:39.706827+00:00
lamp-ikea-003,ikea-supplier-001,IKEA India Pvt. Ltd.,IKEA NOT Floor Uplighter/Reading Lamp - Black,Lamps,1190.0,1390.0,480.0,1250.0,62.0,54,90,12,,,False,LAMP-IKEA-003,active,2025-07-07T11:09:39.706846+00:00,2025-07-07T11:09:39.706846+00:00,59.7,-14.4,81,40,91,70,0,54,50,81,1231.25,70,76,91,40,3240.0,2025-07-07T11:09:39.706846+00:00
lamp-ul-001,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,Urban Ladder Aria Table Lamp with Fabric Shade - Beige,Lamps,1699.0,1999.0,690.0,1750.0,61.0,40,80,10,,,False,LAMP-UL-001,active,2025-07-07T11:09:39.706865+00:00,2025-07-07T11:09:39.706865+00:00,59.4,-15.0,83,50,86,77,0,50,50,83,1723.75,69,78,86,50,2040.0,2025-07-07T11:09:39.706865+00:00
lamp-ul-002,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,Urban Ladder Nova Tripod Floor Lamp - Matte Black & Wood Finish,Lamps,2890.0,3490.0,1190.0,2950.0,60.0,36,70,9,,,False,LAMP-UL-002,active,2025-07-07T11:09:39.706883+00:00,2025-07-07T11:09:39.706883+00:00,58.8,-17.2,86,49,93,94,0,48,40,86,2905.75,72,81,93,49,2160.0,2025-07-07T11:09:39.706883+00:00
lamp-ul-003,urbanladder-supplier-001,Urban Ladder Home Décor Solutions Pvt. Ltd.,Urban Ladder Delta Wall Lamp - Antique Brass Finish,Lamps,1290.0,1590.0,510.0,1350.0,62.0,44,85,11,,,False,LAMP-UL-003,active,2025-07-07T11:09:39.706903+00:00,2025-07-07T11:09:39.706903+00:00,60.5,-18.9,79,48,94,75,0,53,45,79,1329.75,70,75,94,48,2640.0,2025-07-07T11:09:39.706903+00:00
